id;message;target
7315;Solo 2 calabacines. Miércoles a las 2 aha.;legit
7316;Solo conozco el número de queja. Es mejor ir directamente a la oficina de BSNL y solicitarlo.;legit
7317;Solo durmiendo...y navegando;legit
7318;Solo el 2% de los estudiantes resolvieron esta pregunta del CAT en el examen... 5+3+2= <#> 9+2+4= <#> 8+6+3= <#> entonces 7+2+5=????? Dime la respuesta si eres brillante... Una cosa. Tengo la respuesta.;legit
7319;Solo esperen a finales de marzo, cuando El Niño aparezca. Oh.;legit
7320;Sólo estás contando sobre ese incidente...;legit
7321;Solo estoy buscando un buen teléfono móvil con doble SIM.;legit
7322;Sólo estoy preparando la cena, ¿verdad?;legit
7323;Solo hablan, eso es todo. No dirán nada más.;legit
7324;Solo hace cálculos aritméticos simples, no porcentajes.;legit
7325;SOLO HOY! LLEVA 30GB de INTERNET, redes sociales, YouTube, Facebook y LLAMADAS ILIM. al Peru! TODO x 3 DIAS! RECARGA HOY S/5. Recarga aqui: smvst.com/RecargaPre;spam
7326;Solo importa cuando se ingresa desde fuera del campus.;legit
7327;Solo llamaba para saludarte. ¡Cuídate, hermano!;legit
7328;Solo los días de semana tiene precio especial... Haiz... No puedo comer liao... Me corto las uñas, así que debo esperar hasta que termine de conducir, todavía debo comer el almuerzo...;legit
7329;Solo me odias. Puedes llamar a cualquiera, pero no aceptaste ni una sola llamada mía. Ni siquiera me enviaste un mensaje.;legit
7330;Sólo me pregunto, los demás simplemente se fueron.;legit
7331;Solo para confirmarte, la reunión será a las 3:00 pm en la sala de juntas de la empresa en Surco;legit
7332;Solo para confirmarte, la reunión será a las 3:00 pm en la sala de juntas de la empresa en Surco.;spam
7333;Solo para ti! tenemos DESCUENTAZOS en equipos desde S/199.Te lo llevamos gratis a casa, escogelo aqui http://smvst.com/Equipos y llamanos al 080044044. Movistar;spam
7334;Solo por esta semana! en Club Movistar tenemos un descuentazo con falabella.com. Ingresa a tu App y descubrelo smvst.com/movifalabella;spam
7335;SOLO POR ESTE FIN DE SEMANA EN TIENDAS MOVISTAR! Lleva tu IPHONE 14 PLUS 128GB a S/ 3,849. PRECIAZO al contado. Promocion para el CF desde 29.9.;spam
7336;SOLO POR ESTE FIN DE SEMANA! Disfruta 3GB + REDES y LLAMADAS ILIMITADAS por 7 dias con tu recarga desde 7 soles! ?Conectividad total!;spam
7337;SOLO POR ESTE FINDE!! TU RECARGA de S/3 viene POTENCIADA con 30GB x 3 DIAS. RECARGA HOY y llevate este PREMIAZO. Movistar CON TODO!;spam
7338;SOLO POR ESTE FINDE!! TU RECARGA de S/3 viene POTENCIADA con 30GB x 3 DIAS. RECARGA HOY y llevate este PREMIAZO. Movistar CON TODO!;spam
7339;SOLO POR HOY deposita S/10 y recibe S/40 + 20 GIROS GRATIS en OLIMPOBET: https://tle.bz/054OezU6RYOWn NG Gaming NV 102580704;spam
7340;SOLO POR HOY!! TU RECARGA de S/3 viene POTENCIADA con 30GB x 3 DIAS. RECARGA HOY y llevate este PREMIAZO. Movistar CON TODO!;spam
7341;Solo por la mañana puedo estar bien.;legit
7342;Solo por S/9.0 mas duplica tus GB! Obten 10GB/mes + Bono de 30GB HOY MISMO. Mejora tu Plan aqui: http://smvst.com/capl1e1a71f90df7;spam
7343;Solo quería decir, mierda, no estaban bromeando sobre este amigo.;legit
7344;Solo quería saber cómo estás. Extraño mucho ver a Jeremiah. Que tengas un buen mes.;legit
7345;Solo relájate, ¿qué pasa?;legit
7346;Solo responde Habla Jueves Entel si Renzo Schuller te llama del 922829357! Participa en el sorteo del 22/08 y gana premios EN VIVO. Inscribete: www.entel.pe/50T;spam
7347;Solo sábado y domingo son festivos así que es muy difícil :);legit
7348;Solo si me prometes que saldrás lo antes posible. Y me avisarás por la mañana para avisarme que llegaste bien.;legit
7349;Solo te digo que me iré a Shanghai el 21, así que tendremos más tiempo para encontrarnos, ¿nos vemos?;legit
7350;Solo te falta el mejor internet! Pide tu DUO Movistar hoy en www.onlinemovistar.com/completabajul5 o al 080017015;spam
7351;Solo te falta la TV! El mejor contenido con tu DUO Movistar + instalacion GRATIS solo en www.onlinemovistar.com/completatvjul1 o al 080017015;spam
7352;Solo te falta la TV! El mejor contenido con tu DUO Movistar con instalacion GRATIS solo en www.onlinemovistar.com/completatvjun23 o al 080017015;spam
7353;Solo te quedan 5MB. Compra más paquetes en Mi Claro;legit
7354;Solo tengo msn. Es yijue@hotmail.com;legit
7355;Sólo tenía curiosidad porque mi primo me preguntó qué estaba haciendo.;legit
7356;Solo trabajo de lunes a jueves, pero el sábado no puedo... Reservé liao... ¿Qué otro día estás libre?;legit
7357;Sólo una vez y luego obedeceré todo lo tuyo.;legit
7358;Solo UNO alzara la COPA del MUNDO! 10AM: ARGENTINA(2.7)-Empate(3.25)-FRANCIA(2.85).Olimpobet TRIPLICA tu 1er recarga SIN ROLLOVER: https://tle.bz/054DvoHmoxwmb;spam
7359;Solo ven a casa. No quiero que seas miserable.;legit
7360;Solo veo tu llamada perdida, mi querido hermano. Que tengas un buen día.;legit
7361;SOLO X HOY! Lleva tu Trio Movistar con descuento de S/80 x3 meses y ahorra s/240 y disfruta de nuestra programacion exclusiva. Llama al 080011800 opc2;spam
7362;SOLO X HOY! Llevate de regalo Movistar Tv x 3m con el Trio que ahora tiene lo ultimo en internet con fibra. Llama al 080011800 opc2;spam
7363;SOLO X HOY! Llevate s/80 de dscto en tu Trio Movistar x3 meses y disfruta de nuestra programacion exclusiva y lo ultimo en internet. Llama al 080011800 opc2;spam
7364;Son solo $140 dólares... el resto cuesta al menos $180... que es el precio de una casa de 2 habitaciones ($900).;spam
7365;Sonríe de placer Sonríe de dolor Sonríe cuando los problemas llueve como la lluvia Sonríe cuando algo te duele ¡Sonríe porque ALGUIEN todavía ama verte sonreír!;spam
7366;Sorprende a mama con este combo increible! Llevate 2 Audifonos Bluetooth por solo S/98 (antes S/198) 🎧🎁 Stock min: 10 uds. Vale al 30/04. Adquierelo aqui: https://cl4ro.pe/ComboAudifonosXt62;spam
7367;Sorprende a Mama! aprovecha la oportunidad regala un celu liberado con hasta 60% dto. RECIBELO HOY con delivery GRATIS! www.onlinemovistar.com/abr28602;spam
7368;Sorprende a papa con celu nuevo y recibelo GRATIS hoy 🎁 En plan Max Ilimitado. Sujeto a stock, cobertura y condiciones: https://cl4ro.pe/regaloparapapa_hoy AmericaMovilPeruSAC RUC20467534026;spam
7369;Sorprende a papa con un cargador portatil por solo S/89 (antes S/189)🔋🤩Stock min: 10 uds. Vale al 15/06. Consiguelo aqui: https://cl4ro.pe/powerbankRemax30000mah;spam
7370;Sorteamos 1 celular OPPO RENO 12 de 512GB! Canjea 15 Claro puntos en Mi Claro App y obten una opcion adicional para participar. A mas canjes, mas opciones de ganar. Hazlo desde la seccion 'Eventos Claro Club'. Registrate hasta el 22/12/24: http://compras.miclaro.com.pe;spam
7371;Sorteamos 200 entradas dobles para el partido Peru vs Venezuela! Descubre como conseguir opciones para participar registrandote en https://cl4ro.pe/sorteo_labicolor. Vale hasta el 13/11. America Movil Peru SAC RUC: 20467534026;spam
7372;Sorteamos 3 GIFTCARD de S/1000! Solo afiliate al Debito Automatico con tarjetas Visa, Mastercard o BBVA. Si estas al dia, participa hasta el 28/02. Mas Info: http://claro.pe/sorteodebito;spam
7373;Sorteamos 40 motos Milano! 🛵 Llevate tu celu favorito con delivery GRATIS HOY y estaras participando del sorteo! Sujeto a stock, cobertura y condiciones. Renueva en plan Max Ilimitado: https://cl4ro.pe/equipazohoy AmericaMovilPeruSAC RUC20467534026;spam
7374;Sorteamos un equipo Moto Edge 50 Fusion! 📱🎉 Participa hoy creando tu usuario y clave unica en Mi Claro App aqui: cl4.ro/miclarohome. Mas info: https://cl4ro.pe/clave_unica;spam
7375;Sorteo #JuevesCriollo! Participa por un Kit Apple o iPad Air. Premiazos con la mejor calidad para Entel Lovers de verdad! Inscribete: www.entel.pe/vDP FIN 26/10;spam
7376;Sorteo 2025 de Claro. Gana 1 año de plan gratis. Más info en claro-sorteo2025.pe;spam
7377;Sorteo ClaroFans: PS5, Nintendo Switch, etc.;spam
7378;Sorteo con Claro club por San Valentin! Participa por una experiencia para dos: 3D/2N en MUJU Hotel by Amak + 30,000 Millas LATAM Pass. Si eres FULL CLARO doble opcion. Participa en la app hasta el 16/02/25 en https://cl4ro.pe/valentines;spam
7379;SORTEO con Claro club!🎁📱 GANA 1 HONOR X8a de 128GB para sorprender a papa en su dia. Si eres FULL CLARO tienes DOBLE opcion. Participa en la app hasta el 15/06/25 en https://cl4ro.pe/appclaroclub;spam
7380;Sorteo Interbank por descargar app (con link);spam
7381;SORTEO para papa!🤵🤩 Con Claro club puedes ganar 1 HONOR X8a de 128GB. Si eres FULL CLARO tienes doble opcion. Participa hasta el 15/06/25 en https://cl4ro.pe/appclaroclub;spam
7382;Sorteo por el Día del Niño. Participa por una tablet: https://diadelniño.top;spam
7383;SORTEO x NAVIDAD! Hoy vence tu recibo Hogar 51948531, paga x app/web de BCP y PARTICIPA x Pqte.Viaje,TV50,Play5,LaptopHP y +PREMIOS. TyC en smvst.com/cpn;spam
7384;SORTEO x NAVIDAD! Paga tu recibo Hogar 51948531 de S/62.9 hasta 09/12 x app/web BCP y CONCURSA x Pqte.Viaje,TV50,Play5 y +PREMIOS. TyC en smvst.com/cpn;spam
7385;SORTEO! Gana una GIFTCARD de S/1000 afiliandote al Debito Automatico! Valido con tarjetas Visa, Mastercard o BBVA hasta el 31/01. Participa aqui: http://claro.pe/sorteodebito;spam
7386;SORTEO: 1 iPhone 14 128GB, 1 Samsung Galaxy S23 128GB, Alexa Echo y + de 100 premios! Un carnaval de sorpresas con #DIASCLAROFANS solo al 26/02: cl4.ro/fansms;spam
7387;Soy actor. Cuando trabajo, trabajo por la noche y duermo hasta tarde. Como estoy desempleado, SIEMPRE duermo hasta tarde. Cuando estás desempleado, todos los días son sábado.;legit
7388;Soy claro;legit
7389;Soy daya... No tenemos saldo, estamos en la UPeU en las canchas del fondo .. si es que viniste o nose. . ya iremos centro 12.30;legit
7390;Soy lento en usar la fne de biola;legit
7391;Soy mi fan...;legit
7392;Soy nuevo en el club y no creo que nos hayamos conocido todavía. Will B gr8 2 CU. Deje un mensaje hoy mismo en su área 09099726553. Responderé lo prometido. CARLIE x Llamadas  1 / minMobsmore LKPOBOX177HP51FL;spam
7393;Soy R.R.H.H. y necesito urrgentemente un superv¡sor de equ¡po. Puedes hacerlo a domicilio y te pagamos 2000 d¡arios. http://wsidc.cc/ffxby1/;spam
7394;Soy un chico, navegar es obligatorio.;legit
7395;Soy una persona que realiza encuestas por SMS.;legit
7396;Soy Vivek:) Recibí una llamada de tu número.;legit
7397;Soy Wylie, ¿estás en Tampa o Sarasota?;legit
7398;SplashMobile: ¡Elige entre miles de tonos geniales cada semana! Este servicio de suscripción tiene tonos semanales que cuestan 300 peniques. Tienes un crédito: relájate y ¡DISFRUTA!;spam
7399;SPORT HUANCAYO vs DEPORTIVO GARCILASO PARTIDAZO! APUESTA y GANA como un RAYO. Recarga desde S/10 en OLIMPOBET: https://tle.bz/054TwSOl6k7Gg;spam
7400;Spotify: Su cuenta será suspendida si no verifica sus datos aquí: http://spotify-oficial.pe/5262;spam
7401;"SR(A). REYNA MAMANI; hasta este 10 de MAYO Ven y Retira LOS S/.4,500 que BANCO ALFIN te otorga para TÚ CAMPAÑA DEL DIA DE LA MADRE Comunícate con ANA ORE al 940540769 / 926627356 y COBRALOS HOY!!";spam
7402;Sr. FRANCISCO;legit
7403;Ss:) Creo que el rol es como el de Sachin: solo estar de pie. Los demás tienen que golpear.;legit
7404;Su celular con IMEI 35508910789781* no esta en la Lista Blanca. Si lo adquiriste en el pais, acude a la tienda donde lo compraste y solicita que se registre.;spam
7405;Su celular con IMEI 35982406789868* no esta en la Lista Blanca. Si lo adquiriste en el pais, acude a la tienda donde lo compraste y solicita que se registre.;legit
7406;Su celular no está en la Lista Blanca. Solicite el registro;legit
7407;Su ciclo es 28.Todos los dias 28 recibira una nueva factura y luego debera pagar a tiempo antes del dia 27. Conoce como pagar tu recibo desde: https://bitel.pe/42uQVT2;spam
7408;Su contrasena unica temporal es 126B1Aa4c5, tiene 3 dias calendario para modificarla a traves del aplicativo Mi Bitel y/o ingresando al siguiente link: https://claveunica.bitel.com.pe/UniquePassword/ChangePassword?dt=MjAyNTA0MDQxMDQ5NDhfMV83MzY0MzM0Nl85MDA0NjU2ODA=;spam
7409;Su contrasena unica temporal es 666795. Tu cuenta ha sido creada en BIPAY, entra a la aplicacion para cambiar tu contrasena desde la opcion Olvide mi contrasena.;legit
7410;Su cuenta de 2004, correspondiente al 07XXXXXXXXX, muestra 786 puntos sin canjear. Para reclamarlos, llame al 08719181259. Código de identificación: XXXXX. Caduca el 26/03/2005.;spam
7411;Su cuenta ha sido recargada con INR <DECIMAL>. El saldo de su cuenta prepago KeralaCircle es de Rs <DECIMAL>. Su ID de transacción es KR <#>.;legit
7412;"Su cupón B4U de la semana del 27/03 es MARSMS. Visite www.B4Utele.com para obtener el descuento. Para cancelar la suscripción, responda ""stop"". Atención al cliente: 08717168528";spam
7413;Su envío Banco de la Nación está detenido, confirme dirección aquí: http://bancodelanación-oficial.pe/1158;spam
7414;Su envío Banco de la Nación está detenido, confirme dirección aquí: http://bancodelanación-oficial.pe/1441;spam
7415;Su envío Banco de la Nación está detenido, confirme dirección aquí: http://bancodelanación-oficial.pe/3927;spam
7416;Su envío Banco de la Nación está detenido, confirme dirección aquí: http://bancodelanación-oficial.pe/5543;spam
7417;Su envío BBVA está detenido, confirme dirección aquí: http://bbva-oficial.pe/2527;spam
7418;Su envío BCP está detenido, confirme dirección aquí: http://bcp-oficial.pe/1251;spam
7419;Su envío Bitel Plus está detenido, confirme dirección aquí: http://bitelplus-oficial.pe/3103;spam
7420;Su envío Bitel Plus está detenido, confirme dirección aquí: http://bitelplus-oficial.pe/6260;spam
7421;Su envío ENEL está detenido, confirme dirección aquí: http://enel-oficial.pe/1311;spam
7422;Su envío ENEL está detenido, confirme dirección aquí: http://enel-oficial.pe/1841;spam
7423;Su envío ENEL está detenido, confirme dirección aquí: http://enel-oficial.pe/2786;spam
7424;Su envío EsSalud está detenido, confirme dirección aquí: http://essalud-oficial.pe/7580;spam
7425;Su envío exprés está bloqueado. Actualice su dirección a tiempo:https://qrco.de/bfJjeL;spam
7426;Su envío Glovo está detenido, confirme dirección aquí: http://glovo-oficial.pe/5040;spam
7427;Su envío Indecopi está detenido, confirme dirección aquí: http://indecopi-oficial.pe/2624;spam
7428;Su envío INEI está detenido, confirme dirección aquí: http://inei-oficial.pe/3780;spam
7429;Su envío INEI está detenido, confirme dirección aquí: http://inei-oficial.pe/4920;spam
7430;Su envío Interbank está detenido, confirme dirección aquí: http://interbank-oficial.pe/9199;spam
7431;Su envío Luz del Sur está detenido, confirme dirección aquí: http://luzdelsur-oficial.pe/4630;spam
7432;Su envío MTC está detenido, confirme dirección aquí: http://mtc-oficial.pe/4777;spam
7433;Su envío Netflix está detenido, confirme dirección aquí: http://netflix-oficial.pe/1534;spam
